song_name,start_time,end_time,duration,head_movement,facial_expression,intensity,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta_5_mean,mfcc_delta_5_std,mfcc_delta_6_mean,mfcc_delta_6_std,mfcc_delta_7_mean,mfcc_delta_7_std,mfcc_delta_8_mean,mfcc_delta_8_std,mfcc_delta_9_mean,mfcc_delta_9_std,mfcc_delta_10_mean,mfcc_delta_10_std,mfcc_delta_11_mean,mfcc_delta_11_std,mfcc_delta_12_mean,mfcc_delta_12_std,mfcc_delta_13_mean,mfcc_delta_13_std,mfcc_delta2_1_mean,mfcc_delta2_1_std,mfcc_delta2_2_mean,mfcc_delta2_2_std,mfcc_delta2_3_mean,mfcc_delta2_3_std,mfcc_delta2_4_mean,mfcc_delta2_4_std,mfcc_delta2_5_mean,mfcc_delta2_5_std,mfcc_delta2_6_mean,mfcc_delta2_6_std,mfcc_delta2_7_mean,mfcc_delta2_7_std,mfcc_delta2_8_mean,mfcc_delta2_8_std,mfcc_delta2_9_mean,mfcc_delta2_9_std,mfcc_delta2_10_mean,mfcc_delta2_10_std,mfcc_delta2_11_mean,mfcc_delta2_11_std,mfcc_delta2_12_mean,mfcc_delta2_12_std,mfcc_delta2_13_mean,mfcc_delta2_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,tempo
APT,0,8,8,none,neutral,0,-252.25978088378906,107.36590576171875,90.34839630126953,44.113426208496094,-54.23568344116211,38.897193908691406,6.418361663818359,26.762271881103516,-3.8302419185638428,19.656129837036133,-10.774174690246582,23.071277618408203,-24.820547103881836,21.11841583251953,0.06785446405410767,17.631885528564453,-13.039778709411621,12.204628944396973,-15.630867958068848,15.259033203125,3.975660562515259,14.400943756103516,-6.705585479736328,13.037491798400879,-14.162793159484863,11.900938987731934,0.7182360887527466,13.538986206054688,0.1424381285905838,5.516321659088135,-0.06359410285949707,5.439881801605225,0.11306791752576828,3.5775976181030273,0.008089165203273296,3.031946897506714,0.04507787898182869,2.461195707321167,-0.003393986029550433,2.7164688110351562,0.016239898279309273,2.1538405418395996,-0.0028079296462237835,1.8529515266418457,0.02001982368528843,1.5328155755996704,-0.014616838656365871,2.2063405513763428,0.00985388271510601,1.7028579711914062,-0.027097662910819054,1.4454962015151978,-0.09739931672811508,5.594911575317383,-0.010428215377032757,2.291128635406494,-0.00572400726377964,1.9632827043533325,-0.0012071713572368026,1.5593936443328857,0.000699378433637321,1.4700572490692139,0.0036573803517967463,1.11568284034729,-0.0030296214390546083,1.2794225215911865,0.006386095657944679,1.0010508298873901,0.0029799125622957945,0.989995002746582,0.005874271038919687,0.8361972570419312,0.004611759912222624,1.0514776706695557,-0.003164906520396471,0.9039139747619629,-0.0028206119313836098,0.7432229518890381,0.3626261055469513,0.31011834740638733,0.348248690366745,0.28906646370887756,0.3750428259372711,0.3021564781665802,0.3774500787258148,0.31332340836524963,0.38312578201293945,0.316345751285553,0.3934820592403412,0.3007410168647766,0.4032790958881378,0.3105038106441498,0.4129262864589691,0.32257866859436035,0.401108980178833,0.31684190034866333,0.3707304894924164,0.3124244511127472,0.3847455382347107,0.33139172196388245,0.40142565965652466,0.32411590218544006,0.08191123604774475,0.09841758757829666,3268.34251950238,1534.5602216146124,3023.8266829645163,962.8568068889937,0.09264535212862318,0.0659427464510384,73.828125
APT,8,12,4,nod,neutral,3,-119.94580841064453,85.4733657836914,118.79261779785156,23.831167221069336,-32.252044677734375,18.438762664794922,37.711830139160156,18.00119972229004,-12.436161041259766,14.526144981384277,16.117321014404297,14.529598236083984,-7.892251014709473,12.139606475830078,21.023082733154297,16.12445068359375,-3.6939914226531982,8.845660209655762,6.141045570373535,7.313329219818115,12.911540031433105,13.800668716430664,6.818032264709473,7.688498020172119,2.137237548828125,7.412003517150879,0.46676141023635864,19.50952911376953,0.044348474591970444,4.403713703155518,0.02074192650616169,3.1856203079223633,-0.06307213008403778,3.730766534805298,-0.0294024720788002,3.2325005531311035,-0.008309781551361084,2.539355993270874,0.012239323928952217,2.0190823078155518,0.015304593369364738,2.5168917179107666,0.01833771914243698,1.658013939857483,0.03145879879593849,1.3589774370193481,-0.06710055470466614,2.6145782470703125,-0.010369240306317806,1.5197229385375977,0.0022653539199382067,1.3839218616485596,-0.013919156044721603,8.590536117553711,-0.024529915302991867,2.379528045654297,0.04368092492222786,1.7134428024291992,0.015087839215993881,1.8566408157348633,0.02025807835161686,1.6510844230651855,0.011868642643094063,1.3263592720031738,-0.00167782511562109,1.2795430421829224,-0.0045979805290699005,1.2513753175735474,0.01166440173983574,1.1667910814285278,-5.7753273722482845e-05,0.8951449990272522,-0.011802508495748043,1.1791467666625977,0.017559699714183807,0.9209985136985779,0.012070424854755402,0.7257590889930725,0.4945525825023651,0.32408881187438965,0.4603009521961212,0.2763584554195404,0.4482860565185547,0.29204875230789185,0.3931507170200348,0.27925223112106323,0.44469380378723145,0.27843406796455383,0.539046049118042,0.2745386064052582,0.5354188084602356,0.31568530201911926,0.509983241558075,0.30731964111328125,0.5171291828155518,0.28758856654167175,0.5516927242279053,0.2575778663158417,0.669806182384491,0.2825376093387604,0.5408832430839539,0.29077622294425964,0.19524383544921875,0.1518215388059616,3500.5366370994134,1128.058137183531,3704.495562881549,599.1705969759312,0.08039232336956521,0.047302925489299666,99.38401442307692
APT,12,18,6,shake,smile,3,-111.64884948730469,81.38853454589844,119.2240982055664,27.930055618286133,-31.968210220336914,19.38829231262207,37.273277282714844,17.40284538269043,-12.154454231262207,14.835951805114746,17.4373836517334,14.184261322021484,-5.793873310089111,11.575324058532715,21.703540802001953,15.318233489990234,-2.345336437225342,8.979155540466309,6.16238260269165,8.1733980178833,13.00708293914795,13.355815887451172,6.293811798095703,7.345856666564941,1.844329833984375,7.388582706451416,-0.4038054347038269,18.49150276184082,0.09126898646354675,4.762473106384277,0.05639170855283737,3.2634928226470947,-0.11105915158987045,3.5145890712738037,0.008562992326915264,3.118584156036377,-0.07806793600320816,2.4295358657836914,-0.009476752020418644,1.9090162515640259,-0.03357121720910072,2.4896769523620605,-0.0055067832581698895,1.7055158615112305,-0.03482740372419357,1.4603006839752197,0.044276636093854904,2.6272788047790527,-0.002024455927312374,1.4928210973739624,0.02443801984190941,1.3785748481750488,0.13561411201953888,8.552759170532227,0.02474844641983509,2.3111166954040527,-0.016860460862517357,1.7176181077957153,-0.020770873874425888,1.7201051712036133,-0.011378699913620949,1.6155290603637695,-0.017914146184921265,1.208986520767212,-0.006054781377315521,1.1960501670837402,0.010049887001514435,1.268383264541626,0.009097298607230186,1.1554769277572632,-0.0016294604865834117,0.9023984670639038,0.004727318417280912,1.223756194114685,0.002287552459165454,0.8875657916069031,0.00346096302382648,0.745448648929596,0.5386589765548706,0.3144693672657013,0.47451600432395935,0.31141605973243713,0.45661571621894836,0.2983969449996948,0.41768679022789,0.2886908948421478,0.3766123652458191,0.2725200951099396,0.4437185823917389,0.28480973839759827,0.4949358403682709,0.28098779916763306,0.5068624019622803,0.32900530099868774,0.4948683977127075,0.288360595703125,0.5077106356620789,0.2885439991950989,0.6275290250778198,0.2798399329185486,0.6664355397224426,0.2763949930667877,0.20703274011611938,0.14907650649547577,3499.685312959107,1236.9943995534204,3725.329920786677,690.6874664759591,0.08151274631286266,0.052424541916482145,99.38401442307692
APT,18,25,7,nod,frown,3,-89.63971710205078,66.83582305908203,107.20989990234375,36.78973388671875,-27.84856605529785,22.45189094543457,47.33808898925781,19.030195236206055,-7.476135730743408,18.46080780029297,24.712135314941406,15.804252624511719,-8.12475872039795,12.751065254211426,23.082868576049805,12.620631217956543,-2.723987579345703,8.224539756774902,7.002894878387451,10.069690704345703,6.652651309967041,10.63111686706543,4.015774726867676,7.538425922393799,0.7268336415290833,8.322340965270996,-0.35097721219062805,14.486430168151855,-0.046234436333179474,6.131551742553711,0.0036381774116307497,4.247093200683594,0.009201359935104847,3.646501064300537,0.04200318828225136,3.388641595840454,-0.0016186999855563045,2.8669066429138184,-0.0025708877947181463,1.987884759902954,-0.024541908875107765,2.2082529067993164,-0.0020139655098319054,1.5122164487838745,-0.004109599161893129,1.9042716026306152,-0.00227544317021966,1.9955048561096191,-0.030471371486783028,1.5259920358657837,0.006187641993165016,1.3688914775848389,-0.030291341245174408,6.866841793060303,0.018887361511588097,2.826117992401123,0.01626863144338131,2.076946258544922,-0.03355306014418602,1.8295413255691528,0.008291248232126236,1.5536507368087769,-0.010508939623832703,1.241523027420044,-0.007780834101140499,1.0115394592285156,-0.03664914891123772,1.1991161108016968,-0.0032744924537837505,0.8869636654853821,0.00794671755284071,1.019365668296814,0.005173296667635441,1.0312601327896118,0.0044305697083473206,0.8666437864303589,-0.0027248079422861338,0.8544144630432129,0.5006082057952881,0.32036370038986206,0.49339210987091064,0.29738372564315796,0.5573899745941162,0.29328587651252747,0.6131734251976013,0.2907272279262543,0.571860134601593,0.2729575037956238,0.4850303828716278,0.2809388339519501,0.486117422580719,0.29236963391304016,0.5192588567733765,0.31746160984039307,0.4847188889980316,0.30017727613449097,0.5050408244132996,0.3065708577632904,0.5644780993461609,0.32587379217147827,0.5075306296348572,0.3073870837688446,0.24388529360294342,0.13601012527942657,3909.018005761009,1819.960663576801,3752.0258351090097,659.6339329538779,0.10066772258499171,0.09649899699384236,147.65625
APT,25,31,6,shake,smile,3,-87.05463409423828,64.53800201416016,115.10025024414062,33.39921188354492,-33.64603042602539,24.571382522583008,43.692745208740234,18.103891372680664,-5.737591743469238,16.449607849121094,22.903491973876953,14.853565216064453,-6.23843240737915,11.517931938171387,22.60034942626953,13.072530746459961,-2.887755870819092,10.19223690032959,7.4325361251831055,11.060395240783691,9.142576217651367,9.950554847717285,2.9476234912872314,7.8884148597717285,-1.2312763929367065,8.588301658630371,0.10637455433607101,13.952858924865723,-0.0035119380336254835,6.066120624542236,-0.013971703127026558,4.4286065101623535,0.12596343457698822,3.417492628097534,0.07182465493679047,2.90594220161438,-0.014777886681258678,2.7490766048431396,-0.05435621738433838,1.866902232170105,0.036331381648778915,2.1781325340270996,0.011268909089267254,1.8020075559616089,-0.004370344337075949,1.975242257118225,0.04059610143303871,2.032057762145996,0.016296513378620148,1.3972865343093872,0.05197928100824356,1.4831558465957642,-0.18167325854301453,6.781047344207764,-0.000925790867768228,2.9575319290161133,0.01894419826567173,2.3024635314941406,-0.022019362077116966,1.787583351135254,-0.00226966361515224,1.6261413097381592,-0.008640818297863007,1.3461261987686157,0.008387788198888302,1.1583651304244995,-0.021312355995178223,1.1666631698608398,-0.003778650425374508,1.0547895431518555,-0.014213304035365582,1.08082914352417,-0.012760326266288757,1.0972219705581665,-0.006876269355416298,0.8673872947692871,0.001670420984737575,0.8608930110931396,0.4789808690547943,0.31491705775260925,0.46926194429397583,0.2938069999217987,0.45562735199928284,0.2776074707508087,0.5425447225570679,0.30565521121025085,0.5199172496795654,0.292407363653183,0.3957025408744812,0.27052128314971924,0.3588331639766693,0.27790454030036926,0.43949562311172485,0.3127937614917755,0.4268872141838074,0.2951129972934723,0.4206332862377167,0.29944050312042236,0.5575010180473328,0.33957841992378235,0.5364845991134644,0.3057860732078552,0.25742149353027344,0.13049739599227905,3537.0321378622043,1547.5670994270624,3627.837965351977,673.345098135829,0.08320992504835589,0.06899670620169983,99.38401442307692
APT,31,45,14,nod,big smile,3,-90.13812255859375,71.2231674194336,125.78073120117188,35.07274627685547,-25.816442489624023,21.301050186157227,51.166259765625,16.92172622680664,0.7861855626106262,15.468329429626465,26.21660614013672,18.295238494873047,-6.647244930267334,13.20237922668457,19.418176651000977,10.031347274780273,1.9349040985107422,7.743468284606934,3.8065524101257324,12.483755111694336,4.866118431091309,8.94074535369873,4.126091480255127,7.863950252532959,0.9907407760620117,8.740777969360352,-0.06642988324165344,12.187859535217285,0.014517066068947315,5.941322326660156,0.0018179246690124273,3.5274651050567627,-0.040703997015953064,2.8568668365478516,-0.03086881898343563,2.9213783740997314,0.000466163270175457,2.2702300548553467,0.016979403793811798,1.9649606943130493,-0.0061411685310304165,1.5743564367294312,-0.002324130851775408,1.3716355562210083,-0.004090752452611923,1.5882537364959717,-0.005827024579048157,1.4015672206878662,-0.0019902100320905447,1.187188744544983,-0.017647460103034973,1.344739556312561,0.07997184991836548,5.60097599029541,0.024121657013893127,2.916905164718628,0.009720244444906712,1.7801532745361328,0.005551452282816172,1.4507038593292236,-0.005918876267969608,1.5658416748046875,-0.0008746996172703803,1.2107131481170654,0.0014074884820729494,1.0689984560012817,0.0006866938201710582,0.9155575037002563,-0.004569906275719404,0.8051652908325195,-0.013438746333122253,0.8552204966545105,-0.007569411303848028,0.7468469142913818,-0.007650930434465408,0.7060121893882751,-0.007040482480078936,0.7851085066795349,0.4716162085533142,0.3169209361076355,0.47332054376602173,0.29832419753074646,0.5557585954666138,0.3141162097454071,0.577785313129425,0.314384400844574,0.4795512855052948,0.28153762221336365,0.47052547335624695,0.31726425886154175,0.4410577416419983,0.273032009601593,0.5368546843528748,0.339739054441452,0.491325318813324,0.29787886142730713,0.4335603415966034,0.2738414406776428,0.42049694061279297,0.27964094281196594,0.4309365451335907,0.29043543338775635,0.3069291412830353,0.1016663908958435,2966.7466070817204,1369.5798592374974,3460.113889821882,723.3043663569662,0.053166783271144276,0.042798041121856194,147.65625
APT,45,57,12,shake,neutral,4,-103.16661834716797,80.32234191894531,121.50711822509766,27.713294982910156,-32.37838363647461,18.316158294677734,37.380245208740234,16.28493881225586,-9.403342247009277,14.563414573669434,18.94649314880371,13.985091209411621,-4.832058429718018,11.880364418029785,21.662233352661133,14.00833797454834,-1.5825666189193726,8.695879936218262,7.148764133453369,7.606196403503418,13.082650184631348,12.44714069366455,6.261472225189209,6.860030174255371,2.267801284790039,7.970240592956543,-0.16507220268249512,17.431350708007812,-0.002085187705233693,4.641854763031006,0.04562918841838837,2.9961466789245605,-0.013310974463820457,3.3158020973205566,0.01948997750878334,3.0572314262390137,-0.0018836340168491006,2.32535457611084,0.025022070854902267,1.9860713481903076,0.014720367267727852,2.2993083000183105,0.0220301765948534,1.5689667463302612,0.031082691624760628,1.2640994787216187,-0.015950029715895653,2.3724260330200195,-0.015094410628080368,1.3961340188980103,0.029132986441254616,1.3532034158706665,0.027426039800047874,8.079673767089844,0.0016860418254509568,2.2780961990356445,0.01553890947252512,1.6162242889404297,0.006506729405373335,1.6630849838256836,0.0011312362039461732,1.5966529846191406,0.007651116233319044,1.2088770866394043,0.0019604279659688473,1.2648870944976807,-0.0014880879316478968,1.2181159257888794,0.0033530534710735083,1.0958127975463867,-0.0032437194604426622,0.8426915407180786,-0.00870602484792471,1.1266868114471436,-0.0018730591982603073,0.8610464930534363,-0.005210681818425655,0.7521249651908875,0.5455080270767212,0.3158625066280365,0.495527446269989,0.27776843309402466,0.5007289052009583,0.29155975580215454,0.4557564854621887,0.2804633378982544,0.4770522713661194,0.28401023149490356,0.5332557559013367,0.2863597571849823,0.5336071252822876,0.307037353515625,0.5191712975502014,0.29892343282699585,0.5160655975341797,0.2829982042312622,0.5816075205802917,0.2649315893650055,0.6983299255371094,0.27742063999176025,0.5955421924591064,0.2879364490509033,0.2256641834974289,0.14734821021556854,3375.7690540258054,1206.2169753871306,3680.2505447835756,671.3461679049936,0.07465650311291103,0.05046117554977313,99.38401442307692
APT,57,63,6,none,"surprise, frown",3,-105.02091217041016,78.56536102294922,106.04600524902344,34.027801513671875,-29.077417373657227,23.075971603393555,36.23125457763672,22.91407585144043,-20.04911994934082,17.644987106323242,18.072240829467773,16.950912475585938,-9.049561500549316,11.450621604919434,9.852214813232422,14.895744323730469,-6.897651195526123,12.947216987609863,6.371468544006348,10.618095397949219,5.46108865737915,10.291868209838867,5.348505973815918,8.095602989196777,3.7687785625457764,7.835676670074463,-0.01626243069767952,17.1365966796875,-0.02864987775683403,6.022168159484863,0.0543413870036602,4.176964282989502,0.0465916283428669,3.6633450984954834,0.007209283299744129,3.410181760787964,0.038532283157110214,2.295722007751465,0.012656892649829388,1.9753124713897705,0.023167099803686142,2.2005269527435303,-0.019113164395093918,2.078803300857544,-0.004798601381480694,1.767247200012207,0.00045308383414521813,1.9270894527435303,-0.005533729214221239,1.559353232383728,0.0014798692427575588,1.4959557056427002,-0.28074875473976135,7.979176998138428,0.009211655706167221,2.7906503677368164,0.023062516003847122,2.155254602432251,-0.012856109999120235,1.8567689657211304,0.03420613333582878,1.8204751014709473,-0.0030396755319088697,1.204546332359314,0.012704330496490002,1.1997727155685425,-0.015590440481901169,1.1605793237686157,0.026364848017692566,1.1765028238296509,0.009940857999026775,1.126615047454834,0.035996127873659134,1.1151516437530518,-0.001745058922097087,0.9068980813026428,0.011649500578641891,0.9280718564987183,0.4979824125766754,0.35601815581321716,0.4875290095806122,0.32328322529792786,0.5389285087585449,0.31666845083236694,0.5313109755516052,0.32900989055633545,0.41521909832954407,0.29296842217445374,0.3766838312149048,0.2895672023296356,0.38714325428009033,0.2795547544956207,0.4448428750038147,0.33176764845848083,0.451779305934906,0.3187219500541687,0.5125619173049927,0.3237006366252899,0.5346761345863342,0.3364124298095703,0.47154563665390015,0.33870840072631836,0.21890029311180115,0.13293105363845825,3789.032060900944,1328.7149956720689,3861.7583251993256,530.5112256522472,0.0834120375967118,0.06300407385746494,147.65625
APT,63,70,7,sway,big smile,4,-76.71392822265625,61.74738693237305,113.74116516113281,31.85102653503418,-23.388975143432617,17.376619338989258,38.672447204589844,15.333037376403809,-11.302743911743164,16.952455520629883,24.7220401763916,11.611146926879883,-3.4610610008239746,10.120508193969727,15.638519287109375,10.42546558380127,-2.8718771934509277,9.43430233001709,9.239983558654785,9.25528335571289,0.377094566822052,8.352663040161133,5.2920989990234375,8.738083839416504,5.3349738121032715,10.53386116027832,0.2766159176826477,13.666884422302246,0.06704068183898926,5.35814094543457,0.02854236215353012,3.352853775024414,0.06746453791856766,3.002058982849121,0.028209492564201355,2.842223882675171,0.005208749324083328,1.9650200605392456,-0.011408819817006588,1.6462568044662476,-0.022682037204504013,1.7038248777389526,0.05242002755403519,1.6115329265594482,0.021252216771245003,1.6000109910964966,-0.05212123692035675,1.4168559312820435,-0.02429562620818615,1.5503273010253906,-0.017650099471211433,1.6322319507598877,-0.08328359574079514,6.280616760253906,0.027541304007172585,2.580962657928467,0.02825765870511532,1.796292781829834,-0.004443594254553318,1.45003080368042,0.01094572339206934,1.4145506620407104,0.013212138786911964,1.0369254350662231,0.015817923471331596,0.9502559900283813,-0.01012286264449358,0.9226710200309753,-0.013764388859272003,0.9381060600280762,-0.00602137902751565,0.9692012667655945,0.0173001978546381,0.8157297372817993,0.005517960991710424,0.9254944920539856,0.012845711782574654,0.927977979183197,0.47262850403785706,0.3347932696342468,0.49165767431259155,0.29064154624938965,0.6150460243225098,0.31592220067977905,0.536793053150177,0.2971910834312439,0.43738070130348206,0.28520333766937256,0.3942405879497528,0.29857486486434937,0.41958725452423096,0.31382250785827637,0.4350603222846985,0.3376554846763611,0.4204595386981964,0.3046172261238098,0.5161060690879822,0.33008113503456116,0.49959927797317505,0.3255302309989929,0.45560452342033386,0.33447396755218506,0.2595053017139435,0.12998396158218384,3561.758307293293,1314.4024285402716,3926.6820619392074,551.8820956142252,0.07108743392412935,0.061699609239755385,99.38401442307692
APT,70,83,13,shake,neutral,3,-64.33174133300781,54.800514221191406,121.49040222167969,25.379995346069336,-14.402753829956055,15.482815742492676,43.38315200805664,14.56584644317627,-5.738283634185791,13.28630542755127,29.10331916809082,13.047364234924316,-8.489116668701172,14.23664665222168,18.720720291137695,12.712506294250488,-1.047721028327942,9.099872589111328,10.031158447265625,9.287334442138672,-0.1847289800643921,8.653707504272461,6.184179782867432,9.368216514587402,2.0262115001678467,8.694816589355469,-0.13767634332180023,10.436396598815918,0.006630866788327694,4.784549713134766,-0.007876421324908733,2.931102991104126,-0.02463258057832718,2.5004935264587402,0.015002910979092121,2.2236218452453613,-0.038780830800533295,1.6825814247131348,-0.04913037270307541,1.9207051992416382,-0.031456463038921356,1.498777151107788,0.005775002762675285,1.4717880487442017,-0.010399917140603065,1.4015967845916748,0.0017682705074548721,1.157342553138733,-0.009676123037934303,1.3433465957641602,-0.007947595790028572,1.2190479040145874,0.019510652869939804,4.988319396972656,0.006282041780650616,2.4505183696746826,0.00833683367818594,1.5206760168075562,-0.005436289124190807,1.2923483848571777,0.006541174836456776,1.2429107427597046,0.004498708061873913,0.9308127760887146,0.014701194129884243,0.9792066216468811,0.003096529748290777,0.8982058763504028,0.007684408687055111,0.874087393283844,-0.007984109222888947,0.8090057969093323,0.004965672269463539,0.6912530660629272,0.006520829163491726,0.7498242855072021,0.00027597631560638547,0.7700917720794678,0.4534849524497986,0.3374721109867096,0.4515101909637451,0.31425783038139343,0.5302527546882629,0.3261224031448364,0.5576789975166321,0.33393892645835876,0.436021089553833,0.2738928496837616,0.4534095525741577,0.32208651304244995,0.44342586398124695,0.26836666464805603,0.5618744492530823,0.3388591408729553,0.49635833501815796,0.2915879189968109,0.4091653525829315,0.275208979845047,0.41125184297561646,0.29247239232063293,0.40785157680511475,0.30666255950927734,0.32532238960266113,0.09165667742490768,3210.489549110477,1027.3465778003217,3964.627903292418,506.8660320525501,0.048992483956473216,0.028461791055172516,99.38401442307692
